weight,density,degree,runtime,stretch
1746.0,0.4,2,0.000278,1.06713286713
weight,density,degree,runtime,stretch
1605.0,0.4,3,0.000288999999999,1.59255319149
weight,density,degree,runtime,stretch
1639.0,0.4,2,0.000311999999999,2.2638121547
weight,density,degree,runtime,stretch
1243.0,0.4,3,0.000203999999998,1.0
weight,density,degree,runtime,stretch
1306.0,0.4,3,0.000157999999999,1.18567639257
weight,density,degree,runtime,stretch
1377.0,0.4,3,9.70000000002e-05,1.0
weight,density,degree,runtime,stretch
833.0,0.4,2,0.000101000000001,1.0
weight,density,degree,runtime,stretch
1654.0,0.4,2,0.000228,1.58237145855
weight,density,degree,runtime,stretch
1711.0,0.4,2,0.000175,1.8338150289
weight,density,degree,runtime,stretch
2660.0,0.4,2,0.000416000000001,2.54254143646
