weight,density,degree,runtime,stretch
2539.0,0.25,4,0.000711,2.51724137931
weight,density,degree,runtime,stretch
2387.0,0.25,3,0.000606,3.76856649396
weight,density,degree,runtime,stretch
2870.0,0.25,3,0.000513,3.05405405405
weight,density,degree,runtime,stretch
2313.0,0.25,3,0.000668,3.4368
weight,density,degree,runtime,stretch
2835.0,0.25,4,0.000413,1.35294117647
weight,density,degree,runtime,stretch
2747.0,0.25,3,0.000244,1.61215629522
weight,density,degree,runtime,stretch
2933.0,0.25,3,0.000445,2.50460829493
weight,density,degree,runtime,stretch
1480.0,0.25,3,0.000521,1.40807799443
weight,density,degree,runtime,stretch
2259.0,0.25,4,0.000474,1.40681818182
weight,density,degree,runtime,stretch
2359.0,0.25,3,0.000432,2.10400866739
