weight,density,degree,runtime,stretch
601.0,0.4,2,0.000192,1.14410480349
weight,density,degree,runtime,stretch
1737.0,0.4,2,0.000109999999999,1.43841642229
weight,density,degree,runtime,stretch
2169.0,0.4,3,0.000117,1.38121546961
weight,density,degree,runtime,stretch
1718.0,0.4,2,0.000115,1.0
weight,density,degree,runtime,stretch
1058.0,0.4,2,0.000152,1.32573289902
weight,density,degree,runtime,stretch
2092.0,0.4,2,0.00017,2.33221850613
weight,density,degree,runtime,stretch
2057.0,0.4,2,0.000277,2.39464493597
weight,density,degree,runtime,stretch
1265.0,0.4,2,0.000158,2.27517985612
weight,density,degree,runtime,stretch
1063.0,0.4,2,0.00022,1.22994652406
weight,density,degree,runtime,stretch
1647.0,0.4,2,0.000152,1.21352313167
