weight,density,degree,runtime,stretch
1302.0,0.222222222222,3,0.001239,2.0700280112
weight,density,degree,runtime,stretch
1175.0,0.222222222222,4,0.000924,1.48578199052
weight,density,degree,runtime,stretch
2387.0,0.222222222222,3,0.000678,1.92808219178
weight,density,degree,runtime,stretch
2057.0,0.222222222222,3,0.000983,1.78093306288
weight,density,degree,runtime,stretch
2221.0,0.222222222222,3,0.000893,2.86168741355
weight,density,degree,runtime,stretch
3099.0,0.222222222222,4,0.000733,2.12637362637
weight,density,degree,runtime,stretch
1121.0,0.222222222222,4,0.001332,1.08584686775
weight,density,degree,runtime,stretch
1217.0,0.222222222222,4,0.001008,1.33769633508
weight,density,degree,runtime,stretch
2929.0,0.25,3,0.000839,2.06363636364
weight,density,degree,runtime,stretch
1486.0,0.222222222222,4,0.001651,2.57627118644
