weight,density,degree,runtime,stretch
849.0,0.222222222222,3,0.001649,1.67375886525
weight,density,degree,runtime,stretch
1183.0,0.222222222222,4,0.00199,2.02380952381
weight,density,degree,runtime,stretch
682.0,0.222222222222,4,0.001722,1.45378151261
weight,density,degree,runtime,stretch
1293.0,0.222222222222,3,0.00292,2.89545454545
weight,density,degree,runtime,stretch
1310.0,0.222222222222,3,0.002253,2.4384787472
weight,density,degree,runtime,stretch
665.0,0.222222222222,3,0.001823,1.78571428571
weight,density,degree,runtime,stretch
811.0,0.222222222222,3,0.001565,1.6106870229
weight,density,degree,runtime,stretch
1335.0,0.222222222222,4,0.001645,2.46315789474
weight,density,degree,runtime,stretch
725.0,0.222222222222,2,0.001602,2.15773809524
weight,density,degree,runtime,stretch
1696.0,0.222222222222,4,0.001855,2.53703703704
