weight,density,degree,runtime,stretch
711.0,0.5,2,0.000114,1.06956521739
weight,density,degree,runtime,stretch
892.0,0.5,2,0.000102,1.18145695364
weight,density,degree,runtime,stretch
1468.0,0.5,2,0.000121,1.58189655172
weight,density,degree,runtime,stretch
1546.0,0.5,3,0.000106,1.57053291536
weight,density,degree,runtime,stretch
1491.0,0.5,2,7.2e-05,1.44970414201
weight,density,degree,runtime,stretch
1156.0,0.5,2,9e-05,1.0
weight,density,degree,runtime,stretch
1641.0,0.5,2,8.1e-05,1.89491916859
weight,density,degree,runtime,stretch
1647.0,0.5,2,4.8e-05,1.0
weight,density,degree,runtime,stretch
810.0,0.5,2,0.00015,1.3133640553
weight,density,degree,runtime,stretch
1672.0,0.5,2,0.000101,1.25121555916
