weight,density,degree,runtime,stretch
1364.0,0.25,5,0.000921000000002,1.55673758865
weight,density,degree,runtime,stretch
1431.0,0.25,3,0.00075,1.88706739526
weight,density,degree,runtime,stretch
1270.0,0.25,3,0.000899,2.03870967742
weight,density,degree,runtime,stretch
1109.0,0.25,4,0.000927999999998,1.4009009009
weight,density,degree,runtime,stretch
1454.0,0.25,3,0.000782000000001,2.33922261484
weight,density,degree,runtime,stretch
1863.0,0.25,3,0.000747,2.71385542169
weight,density,degree,runtime,stretch
2007.0,0.25,3,0.001317,3.48658318426
weight,density,degree,runtime,stretch
1402.0,0.25,3,0.000923,2.28791773779
weight,density,degree,runtime,stretch
1213.0,0.25,3,0.000781000000003,1.89305816135
weight,density,degree,runtime,stretch
1170.0,0.25,3,0.001032,2.46363636364
