weight,density,degree,runtime,stretch
1236.0,0.25,3,0.000662,2.68333333333
weight,density,degree,runtime,stretch
2423.0,0.25,3,0.000703999999999,2.57161981258
weight,density,degree,runtime,stretch
1308.0,0.25,3,0.000702,2.35546038544
weight,density,degree,runtime,stretch
1702.0,0.25,3,0.000833,1.88947368421
weight,density,degree,runtime,stretch
1520.0,0.25,3,0.000806000000001,2.15966386555
weight,density,degree,runtime,stretch
708.0,0.25,4,0.000833999999999,1.22178988327
weight,density,degree,runtime,stretch
2648.0,0.25,3,0.000569,3.11383537653
weight,density,degree,runtime,stretch
762.0,0.25,3,0.000954,1.27131782946
weight,density,degree,runtime,stretch
1839.0,0.25,3,0.000641,2.35930735931
weight,density,degree,runtime,stretch
2084.0,0.25,3,0.000551,2.3425499232
