weight,density,degree,runtime,stretch
731.0,0.285714285714,4,0.000527999999999,1.0
weight,density,degree,runtime,stretch
1197.0,0.285714285714,4,0.000762,1.28837209302
weight,density,degree,runtime,stretch
686.0,0.285714285714,4,0.00085,1.3119266055
weight,density,degree,runtime,stretch
1517.0,0.285714285714,3,0.000582,1.26600985222
weight,density,degree,runtime,stretch
1151.0,0.285714285714,5,0.000631,1.71544715447
weight,density,degree,runtime,stretch
1089.0,0.285714285714,2,0.000908000000001,1.30054644809
weight,density,degree,runtime,stretch
977.0,0.285714285714,4,0.000617999999999,1.23872679045
weight,density,degree,runtime,stretch
1611.0,0.285714285714,3,0.001154,1.51801801802
weight,density,degree,runtime,stretch
532.0,0.285714285714,2,0.000718000000001,1.14902807775
weight,density,degree,runtime,stretch
1305.0,0.285714285714,3,0.000689000000001,2.1356993737
