weight,density,degree,runtime,stretch
1277.0,0.285714285714,3,0.000677,2.09007352941
weight,density,degree,runtime,stretch
1001.0,0.285714285714,3,0.001482,2.65737051793
weight,density,degree,runtime,stretch
716.0,0.285714285714,2,0.000706,1.0
weight,density,degree,runtime,stretch
846.0,0.285714285714,3,0.000939,1.01479289941
weight,density,degree,runtime,stretch
1549.0,0.285714285714,2,0.000662,1.9500805153
weight,density,degree,runtime,stretch
435.0,0.285714285714,3,0.000675,1.84827586207
weight,density,degree,runtime,stretch
1575.0,0.285714285714,3,0.000514,1.95327102804
weight,density,degree,runtime,stretch
608.0,0.285714285714,3,0.00064,2.08839779006
weight,density,degree,runtime,stretch
805.0,0.285714285714,3,0.000542,2.31330472103
weight,density,degree,runtime,stretch
1200.0,0.285714285714,4,0.000786,1.72151898734
