weight,density,degree,runtime,stretch
2062.0,0.25,3,0.000829,2.0841889117
weight,density,degree,runtime,stretch
867.0,0.25,3,0.000871,1.1613832853
weight,density,degree,runtime,stretch
977.0,0.25,4,0.000856,2.07741935484
weight,density,degree,runtime,stretch
1337.0,0.25,3,0.000794,2.8418079096
weight,density,degree,runtime,stretch
2169.0,0.25,4,0.000684,1.76044568245
weight,density,degree,runtime,stretch
1459.0,0.25,3,0.000884,1.57219251337
weight,density,degree,runtime,stretch
2007.0,0.25,3,0.000492,2.46524064171
weight,density,degree,runtime,stretch
2536.0,0.25,3,0.001033,2.31780538302
weight,density,degree,runtime,stretch
1203.0,0.25,2,0.000644,2.218
weight,density,degree,runtime,stretch
1163.0,0.25,2,0.000620000000001,2.4347826087
