weight,density,degree,runtime,stretch
859.0,0.333333333333,3,0.000348,1.8725
weight,density,degree,runtime,stretch
1685.0,0.333333333333,2,0.000331,1.73684210526
weight,density,degree,runtime,stretch
1803.0,0.333333333333,3,0.000346,1.43585526316
weight,density,degree,runtime,stretch
955.0,0.333333333333,3,0.000348,1.0
weight,density,degree,runtime,stretch
1028.0,0.333333333333,3,0.000332,1.65094339623
weight,density,degree,runtime,stretch
671.0,0.333333333333,3,0.000346,1.20114942529
weight,density,degree,runtime,stretch
1292.0,0.333333333333,4,0.000563,1.10762331839
weight,density,degree,runtime,stretch
1621.0,0.333333333333,3,0.000381,2.06965174129
weight,density,degree,runtime,stretch
1171.0,0.333333333333,3,0.000269,1.0
weight,density,degree,runtime,stretch
893.0,0.333333333333,3,0.000412,1.06060606061
