weight,density,degree,runtime,stretch
845.0,0.4,3,0.00015,1.0
weight,density,degree,runtime,stretch
1616.0,0.4,2,0.000204,1.22415795587
weight,density,degree,runtime,stretch
891.0,0.4,3,0.000166999999999,1.0
weight,density,degree,runtime,stretch
1514.0,0.4,2,0.000168,2.52333333333
weight,density,degree,runtime,stretch
1314.0,0.4,3,0.000242,1.74450549451
weight,density,degree,runtime,stretch
2493.0,0.4,2,0.000102,1.84358706986
weight,density,degree,runtime,stretch
1504.0,0.4,3,7.89999999995e-05,1.0
weight,density,degree,runtime,stretch
1208.0,0.4,2,0.000121,1.0
weight,density,degree,runtime,stretch
1611.0,0.4,2,0.000693999999999,2.40089418778
weight,density,degree,runtime,stretch
1200.0,0.4,3,0.000363999999999,1.0
