weight,density,degree,runtime,stretch
1530.0,0.285714285714,3,0.000302,1.06028368794
weight,density,degree,runtime,stretch
1620.0,0.285714285714,4,0.000381,1.60025706941
weight,density,degree,runtime,stretch
2456.0,0.285714285714,4,0.00026,1.17037037037
weight,density,degree,runtime,stretch
1730.0,0.285714285714,3,0.000303,1.67847411444
weight,density,degree,runtime,stretch
1420.0,0.285714285714,3,0.000371,2.17381489842
weight,density,degree,runtime,stretch
2075.0,0.285714285714,3,0.0003,2.1835106383
weight,density,degree,runtime,stretch
1874.0,0.285714285714,3,0.000636,1.96078431373
weight,density,degree,runtime,stretch
1852.0,0.285714285714,3,0.000986,1.80987654321
weight,density,degree,runtime,stretch
1216.0,0.285714285714,4,0.00029,2.05073995772
weight,density,degree,runtime,stretch
2746.0,0.333333333333,3,0.000581,2.56852791878
