weight,density,degree,runtime,stretch
731.0,0.5,2,0.000556,1.21227197347
weight,density,degree,runtime,stretch
292.0,0.5,2,0.000156,1.0
weight,density,degree,runtime,stretch
1346.0,0.5,2,0.000141,1.45199568501
weight,density,degree,runtime,stretch
132.0,0.5,3,0.000132,1.0
weight,density,degree,runtime,stretch
624.0,0.5,2,0.00013,1.43778801843
weight,density,degree,runtime,stretch
222.0,0.5,3,0.000137,1.0
weight,density,degree,runtime,stretch
1242.0,0.5,2,0.000281,1.36184210526
weight,density,degree,runtime,stretch
513.0,0.5,2,0.000131,1.94701986755
weight,density,degree,runtime,stretch
937.0,0.5,2,0.000165,1.38404726736
weight,density,degree,runtime,stretch
1086.0,0.5,2,0.00012,1.24059139785
