weight,density,degree,runtime,stretch
1292.0,0.285714285714,3,0.000343,1.59872611465
weight,density,degree,runtime,stretch
1741.0,0.285714285714,3,0.000386000000001,1.60148975791
weight,density,degree,runtime,stretch
1013.0,0.285714285714,3,0.000411000000001,1.56136820926
weight,density,degree,runtime,stretch
2501.0,0.285714285714,2,0.000238,2.03813559322
weight,density,degree,runtime,stretch
1326.0,0.285714285714,2,0.000458,1.88853503185
weight,density,degree,runtime,stretch
1305.0,0.285714285714,3,0.000375,1.00325203252
weight,density,degree,runtime,stretch
1886.0,0.285714285714,3,0.001059,2.16638078902
weight,density,degree,runtime,stretch
1928.0,0.285714285714,3,0.000300999999999,1.60983981693
weight,density,degree,runtime,stretch
831.0,0.285714285714,3,0.00046,1.0
weight,density,degree,runtime,stretch
2134.0,0.285714285714,3,0.00071,1.79513184584
