weight,density,degree,runtime,stretch
2043.0,0.285714285714,3,0.000429,1.91242362525
weight,density,degree,runtime,stretch
846.0,0.285714285714,3,0.000635,1.0
weight,density,degree,runtime,stretch
1070.0,0.285714285714,4,0.00048,1.2091954023
weight,density,degree,runtime,stretch
1560.0,0.285714285714,2,0.000381,1.65873015873
weight,density,degree,runtime,stretch
1728.0,0.285714285714,4,0.000528,1.77372262774
weight,density,degree,runtime,stretch
1607.0,0.285714285714,3,0.000475,1.74134790528
weight,density,degree,runtime,stretch
2142.0,0.285714285714,3,0.000434,2.21348314607
weight,density,degree,runtime,stretch
2892.0,0.285714285714,3,0.000388,2.69583931133
weight,density,degree,runtime,stretch
439.0,0.285714285714,4,0.000303,1.0
weight,density,degree,runtime,stretch
1424.0,0.285714285714,4,0.000502,1.35038363171
