weight,density,degree,runtime,stretch
1202.0,0.4,4,0.000248000000001,1.61688311688
weight,density,degree,runtime,stretch
1771.0,0.4,3,0.000252,1.77608915907
weight,density,degree,runtime,stretch
633.0,0.4,3,0.000266,1.3734939759
weight,density,degree,runtime,stretch
473.0,0.4,2,0.000261999999999,1.0
weight,density,degree,runtime,stretch
1125.0,0.4,2,0.000260000000001,1.19300106045
weight,density,degree,runtime,stretch
706.0,0.4,2,0.000252,1.90296495957
weight,density,degree,runtime,stretch
752.0,0.4,2,0.000261,1.86046511628
weight,density,degree,runtime,stretch
1535.0,0.4,3,0.000261,1.69167803547
weight,density,degree,runtime,stretch
1629.0,0.4,3,0.000310000000001,1.79610194903
weight,density,degree,runtime,stretch
907.0,0.4,2,0.00042,1.67391304348
