weight,density,degree,runtime,stretch
1030.0,0.4,2,0.000210999999999,1.86075949367
weight,density,degree,runtime,stretch
1231.0,0.4,3,0.000582,1.87365177196
weight,density,degree,runtime,stretch
2305.0,0.4,2,0.000165,1.94140127389
weight,density,degree,runtime,stretch
1566.0,0.4,2,0.000129,1.15948777648
weight,density,degree,runtime,stretch
1903.0,0.4,3,0.000168,1.59710144928
weight,density,degree,runtime,stretch
1136.0,0.4,3,0.000346,1.24137931034
weight,density,degree,runtime,stretch
1421.0,0.4,3,0.000287999999999,1.02472952087
weight,density,degree,runtime,stretch
1031.0,0.4,2,0.00019,1.48214285714
weight,density,degree,runtime,stretch
1456.0,0.4,4,0.000303,1.54098360656
weight,density,degree,runtime,stretch
752.0,0.4,2,0.000152,1.78711484594
