weight,density,degree,runtime,stretch
400.0,0.4,3,0.000262,1.0
weight,density,degree,runtime,stretch
1123.0,0.4,2,0.000271,2.00535714286
weight,density,degree,runtime,stretch
1288.0,0.4,2,0.000467,1.67926988266
weight,density,degree,runtime,stretch
1299.0,0.4,3,0.000458,1.28757225434
weight,density,degree,runtime,stretch
1348.0,0.4,3,0.000496,1.6856010568
weight,density,degree,runtime,stretch
784.0,0.4,2,0.000245,1.0
weight,density,degree,runtime,stretch
1070.0,0.4,3,0.000245,1.21809369952
weight,density,degree,runtime,stretch
1532.0,0.4,3,0.000257,2.08888888889
weight,density,degree,runtime,stretch
1835.0,0.4,2,0.000361,2.61396011396
weight,density,degree,runtime,stretch
420.0,0.4,3,0.000591,1.21034482759
