weight,density,degree,runtime,stretch
727.0,0.4,2,0.000239,1.69458128079
weight,density,degree,runtime,stretch
731.0,0.4,2,0.000209,1.0
weight,density,degree,runtime,stretch
1446.0,0.4,2,0.000163,1.73390036452
weight,density,degree,runtime,stretch
1358.0,0.4,3,0.000202,1.58794788274
weight,density,degree,runtime,stretch
1394.0,0.4,2,0.00023,1.74613003096
weight,density,degree,runtime,stretch
1336.0,0.4,2,0.000254,1.77583697234
weight,density,degree,runtime,stretch
1107.0,0.4,3,0.000162,1.34851485149
weight,density,degree,runtime,stretch
1362.0,0.4,2,0.000259,2.62427745665
weight,density,degree,runtime,stretch
1573.0,0.4,2,0.000314,1.88383233533
weight,density,degree,runtime,stretch
1312.0,0.4,2,0.000399,1.40046565774
