weight,density,degree,runtime,stretch
1054.0,0.4,2,0.000125999999998,1.24900133156
weight,density,degree,runtime,stretch
1079.0,0.4,3,0.000176,1.43036211699
weight,density,degree,runtime,stretch
1511.0,0.4,3,0.000199000000002,1.2044198895
weight,density,degree,runtime,stretch
679.0,0.4,3,0.000215000000001,1.56200527704
weight,density,degree,runtime,stretch
778.0,0.4,3,0.000171000000002,1.0
weight,density,degree,runtime,stretch
841.0,0.4,4,0.000222999999998,1.34110169492
weight,density,degree,runtime,stretch
1748.0,0.4,3,0.000226999999999,2.1338028169
weight,density,degree,runtime,stretch
1842.0,0.4,2,0.000205000000001,1.81807081807
weight,density,degree,runtime,stretch
2192.0,0.4,3,0.000149,1.79017857143
weight,density,degree,runtime,stretch
1677.0,0.4,3,0.000211999999998,2.11834319527
