weight,density,degree,runtime,stretch
2277.0,0.25,3,0.000601000000001,1.80099502488
weight,density,degree,runtime,stretch
1650.0,0.25,3,0.000502999999998,1.29636711281
weight,density,degree,runtime,stretch
1596.0,0.25,3,0.000394,2.06841046278
weight,density,degree,runtime,stretch
1702.0,0.25,4,0.000496,1.80317460317
weight,density,degree,runtime,stretch
2316.0,0.25,4,0.000586,1.62794612795
weight,density,degree,runtime,stretch
2113.0,0.25,3,0.000253000000001,1.6017699115
weight,density,degree,runtime,stretch
3831.0,0.25,4,0.000268,1.63647959184
weight,density,degree,runtime,stretch
1249.0,0.25,3,0.000635000000001,1.55299539171
weight,density,degree,runtime,stretch
1573.0,0.25,3,0.000407000000001,1.59287531807
weight,density,degree,runtime,stretch
2163.0,0.25,3,0.000356,1.53512132822
