weight,density,degree,runtime,stretch
964.0,0.5,3,9.7e-05,1.0
weight,density,degree,runtime,stretch
950.0,0.5,2,0.000109,1.40535714286
weight,density,degree,runtime,stretch
1722.0,0.5,2,8.9e-05,2.07220216606
weight,density,degree,runtime,stretch
1410.0,0.5,2,7.2e-05,1.0
weight,density,degree,runtime,stretch
837.0,0.5,2,9e-05,1.0
weight,density,degree,runtime,stretch
982.0,0.5,3,7.7e-05,1.0
weight,density,degree,runtime,stretch
1904.0,0.5,3,7.9e-05,1.65384615385
weight,density,degree,runtime,stretch
1014.0,0.5,3,8.2e-05,1.0
weight,density,degree,runtime,stretch
1456.0,0.5,3,0.000124,1.35575942915
weight,density,degree,runtime,stretch
1376.0,0.5,2,4.8e-05,1.0
