weight,density,degree,runtime,stretch
2112.0,0.333333333333,3,0.000867999999999,1.57289879931
weight,density,degree,runtime,stretch
732.0,0.333333333333,3,0.000446999999999,1.0
weight,density,degree,runtime,stretch
483.0,0.333333333333,4,0.000807999999999,1.0
weight,density,degree,runtime,stretch
757.0,0.333333333333,3,0.000437,1.0
weight,density,degree,runtime,stretch
786.0,0.333333333333,4,0.000779999999999,1.04566929134
weight,density,degree,runtime,stretch
994.0,0.333333333333,5,0.000463999999999,1.33957845433
weight,density,degree,runtime,stretch
577.0,0.333333333333,2,0.000648,1.91059602649
weight,density,degree,runtime,stretch
473.0,0.333333333333,3,0.000444,1.55844155844
weight,density,degree,runtime,stretch
869.0,0.333333333333,2,0.000416,1.37220447284
weight,density,degree,runtime,stretch
607.0,0.333333333333,3,0.000416999999999,2.03174603175
