weight,density,degree,runtime,stretch
1443.0,0.5,2,0.000213,1.4968879668
weight,density,degree,runtime,stretch
1505.0,0.5,2,0.000196,1.65506807867
weight,density,degree,runtime,stretch
1514.0,0.5,2,0.000191,1.63146551724
weight,density,degree,runtime,stretch
462.0,0.5,2,0.000241,1.8046875
weight,density,degree,runtime,stretch
493.0,0.5,2,0.000217,1.0
weight,density,degree,runtime,stretch
524.0,0.5,2,0.000126,1.0
weight,density,degree,runtime,stretch
638.0,0.5,2,0.00012,1.14097744361
weight,density,degree,runtime,stretch
1045.0,0.5,2,0.000111,1.76818950931
weight,density,degree,runtime,stretch
704.0,0.5,2,0.000108,1.0
weight,density,degree,runtime,stretch
1050.0,0.5,2,0.000116999999999,1.32241813602
