weight,density,degree,runtime,stretch
1927.0,0.0666666666667,5,0.0401080000011,3.67441860465
2252.0,0.0666666666667,5,0.0434420000001,4.27979274611
1666.0,0.0666666666667,4,0.0413100000005,6.85046728972
2092.0,0.0666666666667,4,0.0416620000015,5.35714285714
1138.0,0.0666666666667,4,0.0428609999999,4.03448275862
1809.0,0.0666666666667,4,0.0405259999989,4.25
1815.0,0.0666666666667,5,0.0466510000006,2.65104166667
1540.0,0.0666666666667,5,0.0431709999993,4.07142857143
1736.0,0.0666666666667,5,0.044946,4.90756302521
2050.0,0.0666666666667,4,0.0386500000004,5.42307692308
1904.0,0.0666666666667,4,0.0643660000005,4.56557377049
2351.0,0.0666666666667,5,0.0389090000008,3.54260089686
2077.0,0.0666666666667,4,0.0426609999995,5.28282828283
1378.0,0.0666666666667,5,0.0400819999995,3.82456140351
2375.0,0.0666666666667,4,0.0414839999994,4.18320610687
1662.0,0.0666666666667,4,0.0428759999995,3.62666666667
1833.0,0.0666666666667,4,0.0429229999991,2.82608695652
1843.0,0.0666666666667,4,0.0430099999994,3.13173652695
1842.0,0.0666666666667,5,0.0419990000009,4.02631578947
1342.0,0.0666666666667,4,0.0472310000005,3.12087912088
1921.0,0.0666666666667,5,0.0421630000001,4.68461538462
1375.0,0.0666666666667,4,0.0404510000008,4.06349206349
2418.0,0.0666666666667,5,0.0461689999993,3.77380952381
2969.0,0.0666666666667,4,0.0389050000013,4.62790697674
1454.0,0.0666666666667,5,0.0397709999997,3.42857142857
2056.0,0.0666666666667,5,0.0414569999994,4.19841269841
1857.0,0.0666666666667,4,0.039933,4.23943661972
2210.0,0.0666666666667,4,0.042026000001,6.35
2416.0,0.0666666666667,4,0.0399390000002,3.25414364641
1932.0,0.0666666666667,4,0.0404930000004,4.2479338843
1589.0,0.0666666666667,4,0.0414519999995,4.1744966443
1785.0,0.0666666666667,5,0.0429169999989,2.91279069767
1441.0,0.0666666666667,5,0.0380970000006,3.14583333333
1537.0,0.0666666666667,4,0.039702,5.56779661017
2101.0,0.0666666666667,5,0.0403249999999,4.06862745098
1890.0,0.0666666666667,5,0.0443540000015,4.13333333333
3005.0,0.0666666666667,5,0.040782,4.0
2068.0,0.0666666666667,5,0.0429399999994,4.75641025641
2366.0,0.0666666666667,6,0.0430209999995,5.00862068966
2033.0,0.0666666666667,4,0.0418169999994,4.30952380952
1803.0,0.0666666666667,6,0.0424559999992,4.66371681416
2089.0,0.0666666666667,4,0.0660640000006,4.88111888112
1852.0,0.0666666666667,4,0.0498079999998,4.85714285714
2516.0,0.0666666666667,5,0.0373780000009,5.87837837838
2443.0,0.0666666666667,4,0.0388540000004,3.32323232323
2098.0,0.0666666666667,5,0.0471270000016,3.49484536082
1451.0,0.0666666666667,5,0.039734,2.87142857143
2002.0,0.0666666666667,4,0.041099,4.94482758621
1748.0,0.0666666666667,4,0.0436690000006,4.13725490196
2212.0,0.0666666666667,4,0.0426790000001,3.75630252101
2018.0,0.0666666666667,4,0.0403929999993,4.78333333333
2429.0,0.0666666666667,4,0.0420789999989,4.52150537634
1805.0,0.0666666666667,4,0.0443869999999,4.44615384615
2147.0,0.0666666666667,5,0.0421139999999,3.83510638298
