weight,density,degree,runtime,stretch
1510.0,0.4,2,7.50000000003e-05,1.0
weight,density,degree,runtime,stretch
1785.0,0.4,3,0.000144,1.0
weight,density,degree,runtime,stretch
2339.0,0.4,2,6.59999999999e-05,1.0
weight,density,degree,runtime,stretch
1447.0,0.4,3,0.000107,1.38354700855
weight,density,degree,runtime,stretch
1439.0,0.4,2,0.000121,1.66929133858
weight,density,degree,runtime,stretch
1579.0,0.4,2,9.50000000004e-05,1.56206415621
weight,density,degree,runtime,stretch
1309.0,0.4,2,6.90000000003e-05,1.0
weight,density,degree,runtime,stretch
1044.0,0.4,2,0.000155,1.15555555556
weight,density,degree,runtime,stretch
2103.0,0.4,3,0.000117,1.98660714286
weight,density,degree,runtime,stretch
2025.0,0.4,2,8.49999999999e-05,1.0
