weight,density,degree,runtime,stretch
1516.0,0.222222222222,3,0.001179,2.42718446602
weight,density,degree,runtime,stretch
1040.0,0.222222222222,3,0.001766,1.51908396947
weight,density,degree,runtime,stretch
710.0,0.222222222222,3,0.001258,2.48062015504
weight,density,degree,runtime,stretch
1113.0,0.222222222222,3,0.001341,1.88859416446
weight,density,degree,runtime,stretch
2666.0,0.222222222222,3,0.000983000000001,3.09302325581
weight,density,degree,runtime,stretch
1856.0,0.222222222222,6,0.000855,1.35805084746
weight,density,degree,runtime,stretch
2345.0,0.222222222222,3,0.000955,2.32998745295
weight,density,degree,runtime,stretch
924.0,0.222222222222,3,0.001249,1.16224188791
weight,density,degree,runtime,stretch
1559.0,0.222222222222,4,0.001166,1.74683544304
weight,density,degree,runtime,stretch
1243.0,0.222222222222,3,0.001493,2.10816326531
