weight,density,degree,runtime,stretch
1209.0,0.25,3,0.001825,2.60289855072
weight,density,degree,runtime,stretch
2031.0,0.25,3,0.001057,2.4229390681
weight,density,degree,runtime,stretch
880.0,0.25,3,0.000912,1.98156682028
weight,density,degree,runtime,stretch
1591.0,0.25,3,0.000767,1.95463137996
weight,density,degree,runtime,stretch
1060.0,0.25,5,0.001117,1.27083333333
weight,density,degree,runtime,stretch
1365.0,0.25,3,0.000859,1.04291845494
weight,density,degree,runtime,stretch
755.0,0.25,3,0.001121,1.11057692308
weight,density,degree,runtime,stretch
1373.0,0.25,4,0.000641999999999,1.94408602151
weight,density,degree,runtime,stretch
1060.0,0.25,3,0.000672,2.07142857143
weight,density,degree,runtime,stretch
1834.0,0.25,3,0.001006,1.67897727273
