weight,density,degree,runtime,stretch
954.0,0.285714285714,4,0.00062,1.19587628866
weight,density,degree,runtime,stretch
1592.0,0.285714285714,5,0.000498,1.0
weight,density,degree,runtime,stretch
1611.0,0.285714285714,3,0.000647,1.86201550388
weight,density,degree,runtime,stretch
1673.0,0.285714285714,3,0.000407,1.50838709677
weight,density,degree,runtime,stretch
1189.0,0.285714285714,3,0.00063,2.03246753247
weight,density,degree,runtime,stretch
1220.0,0.285714285714,2,0.000722,3.51585014409
weight,density,degree,runtime,stretch
546.0,0.285714285714,3,0.000598,1.48091603053
weight,density,degree,runtime,stretch
1598.0,0.285714285714,4,0.000513000000001,1.82167832168
weight,density,degree,runtime,stretch
1616.0,0.285714285714,3,0.000763,2.00356506239
weight,density,degree,runtime,stretch
1095.0,0.285714285714,2,0.000624,2.61370716511
