weight,density,degree,runtime,stretch
1418.0,0.25,3,0.000667999999997,2.2375
weight,density,degree,runtime,stretch
2503.0,0.25,3,0.000641999999999,2.89154704944
weight,density,degree,runtime,stretch
1798.0,0.25,3,0.000695,1.86500888099
weight,density,degree,runtime,stretch
2546.0,0.25,3,0.000439999999998,1.93813387424
weight,density,degree,runtime,stretch
1039.0,0.25,3,0.000502000000001,1.67706422018
weight,density,degree,runtime,stretch
1465.0,0.25,4,0.00074,1.98671726755
weight,density,degree,runtime,stretch
1736.0,0.25,3,0.000526999999998,1.2119205298
weight,density,degree,runtime,stretch
1484.0,0.25,5,0.000648999999999,1.62711864407
weight,density,degree,runtime,stretch
1340.0,0.25,3,0.000426000000001,1.99056603774
weight,density,degree,runtime,stretch
2726.0,0.25,3,0.000814999999999,1.67361111111
