weight,density,degree,runtime,stretch
1217.0,0.222222222222,4,0.002184,1.65
weight,density,degree,runtime,stretch
936.0,0.222222222222,3,0.001124,2.45544554455
weight,density,degree,runtime,stretch
806.0,0.222222222222,3,0.00136,2.67039106145
weight,density,degree,runtime,stretch
1009.0,0.222222222222,3,0.001239,1.37226277372
weight,density,degree,runtime,stretch
1227.0,0.222222222222,4,0.001395,1.83962264151
weight,density,degree,runtime,stretch
751.0,0.222222222222,3,0.002154,1.48101265823
weight,density,degree,runtime,stretch
1499.0,0.222222222222,4,0.00121,1.99513381995
weight,density,degree,runtime,stretch
1151.0,0.222222222222,3,0.001293,1.74201474201
weight,density,degree,runtime,stretch
810.0,0.222222222222,3,0.001633,2.33928571429
weight,density,degree,runtime,stretch
1339.0,0.222222222222,3,0.001654,2.02857142857
